날짜 및 시간 : 2025-07-16 11:57:42, 내부 온도 : 18, 외부 온도 : 15, 내부 습도 : 57, 외부 광량 : 714, 내부 CO2농도 : 0.040, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:15:37, 내부 온도 : 24, 외부 온도 : 7, 내부 습도 : 54, 외부 광량 : 622, 내부 CO2농도 : 0.089, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:15:38, 내부 온도 : 18, 외부 온도 : 7, 내부 습도 : 58, 외부 광량 : 579, 내부 CO2농도 : 0.039, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:15:49, 내부 온도 : 25, 외부 온도 : 17, 내부 습도 : 52, 외부 광량 : 619, 내부 CO2농도 : 0.094, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:15:49, 내부 온도 : 21, 외부 온도 : 19, 내부 습도 : 60, 외부 광량 : 707, 내부 CO2농도 : 0.051, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:15:54, 내부 온도 : 27, 외부 온도 : 4, 내부 습도 : 55, 외부 광량 : 620, 내부 CO2농도 : 0.031, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:15:55, 내부 온도 : 22, 외부 온도 : 2, 내부 습도 : 56, 외부 광량 : 640, 내부 CO2농도 : 0.096, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:20:36, 내부 온도 : 22, 외부 온도 : 12, 내부 습도 : 54, 외부 광량 : 551, 내부 CO2농도 : 0.036, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:20:36, 내부 온도 : 25, 외부 온도 : 13, 내부 습도 : 55, 외부 광량 : 557, 내부 CO2농도 : 0.069, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:20:41, 내부 온도 : 26, 외부 온도 : 2, 내부 습도 : 53, 외부 광량 : 682, 내부 CO2농도 : 0.025, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:32:18, 내부 온도 : 27, 외부 온도 : 6, 내부 습도 : 54, 외부 광량 : 643, 내부 CO2농도 : 0.052, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:32:19, 내부 온도 : 19, 외부 온도 : 2, 내부 습도 : 58, 외부 광량 : 556, 내부 CO2농도 : 0.082, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:32:19, 내부 온도 : 29, 외부 온도 : 13, 내부 습도 : 60, 외부 광량 : 625, 내부 CO2농도 : 0.085, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:32:53, 내부 온도 : 28, 외부 온도 : 1, 내부 습도 : 52, 외부 광량 : 629, 내부 CO2농도 : 0.038, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:32:53, 내부 온도 : 19, 외부 온도 : 10, 내부 습도 : 54, 외부 광량 : 518, 내부 CO2농도 : 0.033, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:32:58, 내부 온도 : 19, 외부 온도 : 3, 내부 습도 : 55, 외부 광량 : 715, 내부 CO2농도 : 0.054, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:33:03, 내부 온도 : 23, 외부 온도 : 13, 내부 습도 : 51, 외부 광량 : 656, 내부 CO2농도 : 0.094, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:33:04, 내부 온도 : 25, 외부 온도 : 20, 내부 습도 : 58, 외부 광량 : 708, 내부 CO2농도 : 0.049, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:33:16, 내부 온도 : 23, 외부 온도 : 8, 내부 습도 : 54, 외부 광량 : 675, 내부 CO2농도 : 0.034, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:33:16, 내부 온도 : 30, 외부 온도 : 16, 내부 습도 : 58, 외부 광량 : 621, 내부 CO2농도 : 0.086, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:33:21, 내부 온도 : 28, 외부 온도 : 11, 내부 습도 : 56, 외부 광량 : 587, 내부 CO2농도 : 0.049, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:33:22, 내부 온도 : 23, 외부 온도 : 21, 내부 습도 : 54, 외부 광량 : 584, 내부 CO2농도 : 0.059, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:33:29, 내부 온도 : 25, 외부 온도 : 9, 내부 습도 : 58, 외부 광량 : 561, 내부 CO2농도 : 0.100, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:33:29, 내부 온도 : 18, 외부 온도 : 17, 내부 습도 : 57, 외부 광량 : 610, 내부 CO2농도 : 0.045, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:33:34, 내부 온도 : 18, 외부 온도 : 4, 내부 습도 : 52, 외부 광량 : 590, 내부 CO2농도 : 0.048, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:33:35, 내부 온도 : 27, 외부 온도 : 2, 내부 습도 : 55, 외부 광량 : 628, 내부 CO2농도 : 0.064, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:33:49, 내부 온도 : 26, 외부 온도 : 3, 내부 습도 : 58, 외부 광량 : 655, 내부 CO2농도 : 0.058, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:33:49, 내부 온도 : 26, 외부 온도 : 0, 내부 습도 : 54, 외부 광량 : 522, 내부 CO2농도 : 0.046, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:33:54, 내부 온도 : 26, 외부 온도 : 10, 내부 습도 : 51, 외부 광량 : 536, 내부 CO2농도 : 0.055, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:33:55, 내부 온도 : 29, 외부 온도 : 13, 내부 습도 : 53, 외부 광량 : 594, 내부 CO2농도 : 0.090, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:35:50, 내부 온도 : 29, 외부 온도 : 13, 내부 습도 : 59, 외부 광량 : 695, 내부 CO2농도 : 0.031, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:35:50, 내부 온도 : 22, 외부 온도 : 6, 내부 습도 : 60, 외부 광량 : 693, 내부 CO2농도 : 0.069, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:35:55, 내부 온도 : 25, 외부 온도 : 14, 내부 습도 : 58, 외부 광량 : 552, 내부 CO2농도 : 0.053, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:36:00, 내부 온도 : 21, 외부 온도 : 7, 내부 습도 : 56, 외부 광량 : 578, 내부 CO2농도 : 0.044, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:36:05, 내부 온도 : 23, 외부 온도 : 16, 내부 습도 : 55, 외부 광량 : 510, 내부 CO2농도 : 0.038, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:36:10, 내부 온도 : 26, 외부 온도 : 7, 내부 습도 : 50, 외부 광량 : 544, 내부 CO2농도 : 0.049, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:36:15, 내부 온도 : 22, 외부 온도 : 9, 내부 습도 : 51, 외부 광량 : 563, 내부 CO2농도 : 0.088, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:36:20, 내부 온도 : 30, 외부 온도 : 13, 내부 습도 : 56, 외부 광량 : 531, 내부 CO2농도 : 0.022, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:36:25, 내부 온도 : 27, 외부 온도 : 12, 내부 습도 : 58, 외부 광량 : 585, 내부 CO2농도 : 0.050, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:36:30, 내부 온도 : 30, 외부 온도 : 16, 내부 습도 : 58, 외부 광량 : 568, 내부 CO2농도 : 0.068, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:36:35, 내부 온도 : 18, 외부 온도 : 10, 내부 습도 : 51, 외부 광량 : 550, 내부 CO2농도 : 0.064, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:37:27, 내부 온도 : 20, 외부 온도 : 16, 내부 습도 : 55, 외부 광량 : 691, 내부 CO2농도 : 0.035, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:37:27, 내부 온도 : 25, 외부 온도 : 11, 내부 습도 : 50, 외부 광량 : 603, 내부 CO2농도 : 0.064, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:37:32, 내부 온도 : 26, 외부 온도 : 16, 내부 습도 : 50, 외부 광량 : 606, 내부 CO2농도 : 0.085, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:39:36, 내부 온도 : 27, 외부 온도 : 15, 내부 습도 : 53, 외부 광량 : 615, 내부 CO2농도 : 0.033, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:39:36, 내부 온도 : 23, 외부 온도 : 17, 내부 습도 : 60, 외부 광량 : 511, 내부 CO2농도 : 0.099, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:39:41, 내부 온도 : 24, 외부 온도 : 8, 내부 습도 : 51, 외부 광량 : 596, 내부 CO2농도 : 0.087, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:40:03, 내부 온도 : 22, 외부 온도 : 19, 내부 습도 : 50, 외부 광량 : 665, 내부 CO2농도 : 0.064, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:40:03, 내부 온도 : 22, 외부 온도 : 3, 내부 습도 : 52, 외부 광량 : 530, 내부 CO2농도 : 0.042, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:40:08, 내부 온도 : 24, 외부 온도 : 19, 내부 습도 : 51, 외부 광량 : 691, 내부 CO2농도 : 0.049, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:46:35, 내부 온도 : 29, 외부 온도 : 3, 내부 습도 : 52, 외부 광량 : 596, 내부 CO2농도 : 0.073, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:46:36, 내부 온도 : 30, 외부 온도 : 12, 내부 습도 : 58, 외부 광량 : 673, 내부 CO2농도 : 0.058, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 22:46:38, 내부 온도 : 21, 외부 온도 : 6, 내부 습도 : 55, 외부 광량 : 692, 내부 CO2농도 : 0.038, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 22:47:04, 내부 온도 : 27, 외부 온도 : 19, 내부 습도 : 51, 외부 광량 : 543, 내부 CO2농도 : 0.049, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 22:47:09, 내부 온도 : 28, 외부 온도 : 13, 내부 습도 : 52, 외부 광량 : 709, 내부 CO2농도 : 0.100, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 22:47:14, 내부 온도 : 20, 외부 온도 : 7, 내부 습도 : 58, 외부 광량 : 688, 내부 CO2농도 : 0.024, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 23:12:04, 내부 온도 : 30, 외부 온도 : 10, 내부 습도 : 59, 외부 광량 : 589, 내부 CO2농도 : 0.054, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 23:12:25, 내부 온도 : 21, 외부 온도 : 4, 내부 습도 : 59, 외부 광량 : 682, 내부 CO2농도 : 0.084, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 23:12:30, 내부 온도 : 30, 외부 온도 : 6, 내부 습도 : 53, 외부 광량 : 616, 내부 CO2농도 : 0.027, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 23:20:31, 내부 온도 : 19, 외부 온도 : 16, 내부 습도 : 55, 외부 광량 : 643, 내부 CO2농도 : 0.041, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-17 23:20:36, 내부 온도 : 26, 외부 온도 : 12, 내부 습도 : 53, 외부 광량 : 650, 내부 CO2농도 : 0.037, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 23:21:18, 내부 온도 : 23, 외부 온도 : 5, 내부 습도 : 59, 외부 광량 : 701, 내부 CO2농도 : 0.055, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-17 23:21:23, 내부 온도 : 26, 외부 온도 : 6, 내부 습도 : 53, 외부 광량 : 713, 내부 CO2농도 : 0.096, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 23:22:41, 내부 온도 : 25, 외부 온도 : 20, 내부 습도 : 52, 외부 광량 : 676, 내부 CO2농도 : 0.027, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 23:24:25, 내부 온도 : 21, 외부 온도 : 10, 내부 습도 : 56, 외부 광량 : 682, 내부 CO2농도 : 0.087, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 23:28:07, 내부 온도 : 20, 외부 온도 : 16, 내부 습도 : 58, 외부 광량 : 520, 내부 CO2농도 : 0.064, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-17 23:29:55, 내부 온도 : 29, 외부 온도 : 3, 내부 습도 : 60, 외부 광량 : 655, 내부 CO2농도 : 0.051, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-17 23:34:34, 내부 온도 : 23, 외부 온도 : 13, 내부 습도 : 54, 외부 광량 : 679, 내부 CO2농도 : 0.069, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 12:52:04, 내부 온도 : 28, 외부 온도 : 13, 내부 습도 : 55, 외부 광량 : 600, 내부 CO2농도 : 0.039, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 12:52:09, 내부 온도 : 30, 외부 온도 : 8, 내부 습도 : 57, 외부 광량 : 566, 내부 CO2농도 : 0.024, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 12:52:14, 내부 온도 : 24, 외부 온도 : 11, 내부 습도 : 54, 외부 광량 : 591, 내부 CO2농도 : 0.037, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 12:52:19, 내부 온도 : 22, 외부 온도 : 16, 내부 습도 : 53, 외부 광량 : 597, 내부 CO2농도 : 0.086, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 12:52:24, 내부 온도 : 27, 외부 온도 : 21, 내부 습도 : 54, 외부 광량 : 528, 내부 CO2농도 : 0.045, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 12:52:41, 내부 온도 : 19, 외부 온도 : 19, 내부 습도 : 60, 외부 광량 : 544, 내부 CO2농도 : 0.035, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 12:52:59, 내부 온도 : 27, 외부 온도 : 17, 내부 습도 : 53, 외부 광량 : 541, 내부 CO2농도 : 0.049, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 12:53:48, 내부 온도 : 26, 외부 온도 : 19, 내부 습도 : 60, 외부 광량 : 614, 내부 CO2농도 : 0.031, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 12:57:30, 내부 온도 : 30, 외부 온도 : 21, 내부 습도 : 55, 외부 광량 : 628, 내부 CO2농도 : 0.094, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 13:13:40, 내부 온도 : 26, 외부 온도 : 2, 내부 습도 : 53, 외부 광량 : 620, 내부 CO2농도 : 0.083, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 13:14:00, 내부 온도 : 20, 외부 온도 : 18, 내부 습도 : 53, 외부 광량 : 692, 내부 CO2농도 : 0.035, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 13:25:18, 내부 온도 : 27, 외부 온도 : 19, 내부 습도 : 58, 외부 광량 : 712, 내부 CO2농도 : 0.027, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 13:25:38, 내부 온도 : 20, 외부 온도 : 3, 내부 습도 : 55, 외부 광량 : 614, 내부 CO2농도 : 0.055, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 13:27:43, 내부 온도 : 28, 외부 온도 : 5, 내부 습도 : 59, 외부 광량 : 630, 내부 CO2농도 : 0.059, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 13:29:29, 내부 온도 : 22, 외부 온도 : 0, 내부 습도 : 55, 외부 광량 : 677, 내부 CO2농도 : 0.031, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 13:36:26, 내부 온도 : 19, 외부 온도 : 20, 내부 습도 : 54, 외부 광량 : 669, 내부 CO2농도 : 0.074, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 13:36:47, 내부 온도 : 28, 외부 온도 : 6, 내부 습도 : 60, 외부 광량 : 680, 내부 CO2농도 : 0.092, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 13:36:47, 내부 온도 : 19, 외부 온도 : 13, 내부 습도 : 53, 외부 광량 : 513, 내부 CO2농도 : 0.081, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 13:36:47, 내부 온도 : 21, 외부 온도 : 21, 내부 습도 : 59, 외부 광량 : 522, 내부 CO2농도 : 0.059, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 13:37:08, 내부 온도 : 23, 외부 온도 : 13, 내부 습도 : 59, 외부 광량 : 529, 내부 CO2농도 : 0.032, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 14:19:22, 내부 온도 : 27, 외부 온도 : 18, 내부 습도 : 55, 외부 광량 : 713, 내부 CO2농도 : 0.073, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 14:19:22, 내부 온도 : 22, 외부 온도 : 20, 내부 습도 : 57, 외부 광량 : 630, 내부 CO2농도 : 0.089, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 14:19:22, 내부 온도 : 24, 외부 온도 : 1, 내부 습도 : 57, 외부 광량 : 660, 내부 CO2농도 : 0.060, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 15:16:51, 내부 온도 : 22, 외부 온도 : 14, 내부 습도 : 53, 외부 광량 : 619, 내부 CO2농도 : 0.043, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 18:38:50, 내부 온도 : 30, 외부 온도 : 1, 내부 습도 : 55, 외부 광량 : 560, 내부 CO2농도 : 0.047, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 18:38:55, 내부 온도 : 24, 외부 온도 : 4, 내부 습도 : 57, 외부 광량 : 657, 내부 CO2농도 : 0.096, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 18:39:00, 내부 온도 : 19, 외부 온도 : 7, 내부 습도 : 59, 외부 광량 : 559, 내부 CO2농도 : 0.043, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 18:39:05, 내부 온도 : 23, 외부 온도 : 2, 내부 습도 : 50, 외부 광량 : 659, 내부 CO2농도 : 0.031, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 18:39:10, 내부 온도 : 27, 외부 온도 : 7, 내부 습도 : 51, 외부 광량 : 710, 내부 CO2농도 : 0.077, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 18:39:23, 내부 온도 : 24, 외부 온도 : 15, 내부 습도 : 58, 외부 광량 : 623, 내부 CO2농도 : 0.046, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 18:39:28, 내부 온도 : 25, 외부 온도 : 12, 내부 습도 : 54, 외부 광량 : 643, 내부 CO2농도 : 0.034, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 18:39:33, 내부 온도 : 28, 외부 온도 : 13, 내부 습도 : 57, 외부 광량 : 694, 내부 CO2농도 : 0.033, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 18:39:38, 내부 온도 : 23, 외부 온도 : 12, 내부 습도 : 60, 외부 광량 : 568, 내부 CO2농도 : 0.064, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 18:39:43, 내부 온도 : 27, 외부 온도 : 19, 내부 습도 : 55, 외부 광량 : 642, 내부 CO2농도 : 0.055, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 18:39:48, 내부 온도 : 21, 외부 온도 : 12, 내부 습도 : 50, 외부 광량 : 527, 내부 CO2농도 : 0.029, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 18:39:53, 내부 온도 : 22, 외부 온도 : 9, 내부 습도 : 57, 외부 광량 : 626, 내부 CO2농도 : 0.063, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 18:39:58, 내부 온도 : 28, 외부 온도 : 18, 내부 습도 : 53, 외부 광량 : 593, 내부 CO2농도 : 0.066, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 18:40:03, 내부 온도 : 19, 외부 온도 : 6, 내부 습도 : 50, 외부 광량 : 625, 내부 CO2농도 : 0.022, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 18:40:08, 내부 온도 : 21, 외부 온도 : 8, 내부 습도 : 60, 외부 광량 : 654, 내부 CO2농도 : 0.057, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 18:40:13, 내부 온도 : 18, 외부 온도 : 13, 내부 습도 : 55, 외부 광량 : 567, 내부 CO2농도 : 0.021, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 18:52:01, 내부 온도 : 25, 외부 온도 : 13, 내부 습도 : 54, 외부 광량 : 532, 내부 CO2농도 : 0.053, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 18:52:06, 내부 온도 : 30, 외부 온도 : 12, 내부 습도 : 51, 외부 광량 : 516, 내부 CO2농도 : 0.055, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 18:52:11, 내부 온도 : 21, 외부 온도 : 3, 내부 습도 : 57, 외부 광량 : 588, 내부 CO2농도 : 0.042, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 18:52:16, 내부 온도 : 24, 외부 온도 : 4, 내부 습도 : 55, 외부 광량 : 536, 내부 CO2농도 : 0.030, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 18:52:21, 내부 온도 : 20, 외부 온도 : 15, 내부 습도 : 54, 외부 광량 : 672, 내부 CO2농도 : 0.086, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 18:52:26, 내부 온도 : 28, 외부 온도 : 18, 내부 습도 : 57, 외부 광량 : 507, 내부 CO2농도 : 0.078, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 18:52:31, 내부 온도 : 28, 외부 온도 : 1, 내부 습도 : 56, 외부 광량 : 508, 내부 CO2농도 : 0.065, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 18:57:59, 내부 온도 : 22, 외부 온도 : 11, 내부 습도 : 54, 외부 광량 : 689, 내부 CO2농도 : 0.021, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 18:58:04, 내부 온도 : 18, 외부 온도 : 15, 내부 습도 : 57, 외부 광량 : 523, 내부 CO2농도 : 0.028, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 18:58:09, 내부 온도 : 22, 외부 온도 : 12, 내부 습도 : 50, 외부 광량 : 600, 내부 CO2농도 : 0.083, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 18:58:14, 내부 온도 : 21, 외부 온도 : 3, 내부 습도 : 52, 외부 광량 : 538, 내부 CO2농도 : 0.031, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 18:58:19, 내부 온도 : 20, 외부 온도 : 20, 내부 습도 : 60, 외부 광량 : 662, 내부 CO2농도 : 0.085, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 19:30:59, 내부 온도 : 26, 외부 온도 : 17, 내부 습도 : 52, 외부 광량 : 525, 내부 CO2농도 : 0.086, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 19:31:04, 내부 온도 : 27, 외부 온도 : 11, 내부 습도 : 57, 외부 광량 : 645, 내부 CO2농도 : 0.073, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 19:31:09, 내부 온도 : 22, 외부 온도 : 18, 내부 습도 : 53, 외부 광량 : 668, 내부 CO2농도 : 0.068, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 19:31:14, 내부 온도 : 26, 외부 온도 : 20, 내부 습도 : 59, 외부 광량 : 708, 내부 CO2농도 : 0.071, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 19:31:19, 내부 온도 : 23, 외부 온도 : 1, 내부 습도 : 57, 외부 광량 : 546, 내부 CO2농도 : 0.022, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 19:32:19, 내부 온도 : 24, 외부 온도 : 10, 내부 습도 : 60, 외부 광량 : 568, 내부 CO2농도 : 0.025, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 19:32:24, 내부 온도 : 27, 외부 온도 : 2, 내부 습도 : 53, 외부 광량 : 521, 내부 CO2농도 : 0.097, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 19:32:29, 내부 온도 : 21, 외부 온도 : 20, 내부 습도 : 52, 외부 광량 : 500, 내부 CO2농도 : 0.029, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 19:32:34, 내부 온도 : 28, 외부 온도 : 12, 내부 습도 : 57, 외부 광량 : 697, 내부 CO2농도 : 0.086, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 19:32:39, 내부 온도 : 18, 외부 온도 : 17, 내부 습도 : 53, 외부 광량 : 670, 내부 CO2농도 : 0.020, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 19:32:44, 내부 온도 : 27, 외부 온도 : 19, 내부 습도 : 58, 외부 광량 : 632, 내부 CO2농도 : 0.099, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 19:32:49, 내부 온도 : 25, 외부 온도 : 17, 내부 습도 : 59, 외부 광량 : 665, 내부 CO2농도 : 0.023, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 19:32:54, 내부 온도 : 28, 외부 온도 : 12, 내부 습도 : 52, 외부 광량 : 699, 내부 CO2농도 : 0.086, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 19:32:59, 내부 온도 : 18, 외부 온도 : 12, 내부 습도 : 56, 외부 광량 : 640, 내부 CO2농도 : 0.029, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 19:33:04, 내부 온도 : 22, 외부 온도 : 21, 내부 습도 : 55, 외부 광량 : 564, 내부 CO2농도 : 0.097, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 19:33:09, 내부 온도 : 21, 외부 온도 : 20, 내부 습도 : 58, 외부 광량 : 610, 내부 CO2농도 : 0.077, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 19:33:14, 내부 온도 : 21, 외부 온도 : 20, 내부 습도 : 50, 외부 광량 : 609, 내부 CO2농도 : 0.093, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 19:33:19, 내부 온도 : 19, 외부 온도 : 14, 내부 습도 : 52, 외부 광량 : 644, 내부 CO2농도 : 0.074, 내부 O2농도 : 5
날짜 및 시간 : 2025-08-18 19:33:24, 내부 온도 : 30, 외부 온도 : 2, 내부 습도 : 60, 외부 광량 : 674, 내부 CO2농도 : 0.079, 내부 O2농도 : 4
날짜 및 시간 : 2025-08-18 19:33:29, 내부 온도 : 28, 외부 온도 : 8, 내부 습도 : 58, 외부 광량 : 577, 내부 CO2농도 : 0.082, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 19:33:34, 내부 온도 : 24, 외부 온도 : 6, 내부 습도 : 54, 외부 광량 : 585, 내부 CO2농도 : 0.038, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 19:33:39, 내부 온도 : 27, 외부 온도 : 14, 내부 습도 : 57, 외부 광량 : 662, 내부 CO2농도 : 0.032, 내부 O2농도 : 6
날짜 및 시간 : 2025-08-18 19:33:44, 내부 온도 : 27, 외부 온도 : 7, 내부 습도 : 59, 외부 광량 : 646, 내부 CO2농도 : 0.049, 내부 O2농도 : 7
날짜 및 시간 : 2025-08-18 19:33:49, 내부 온도 : 21, 외부 온도 : 7, 내부 습도 : 51, 외부 광량 : 715, 내부 CO2농도 : 0.056, 내부 O2농도 : 5
